trip_id,route,transport_type,current_price,days_to_departure,poll_cycle,demand_index,seasonality_index,day_of_week,month,is_weekend
synthetic-trip-00004,Jaipur,train+bus,8377,7,6,1.2733,0.95,1,8,False
synthetic-trip-00004,Jaipur,train+bus,8497,7,7,1.2876,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13426,8,0,1.1177,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13296,8,1,1.1311,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13316,8,2,1.1445,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13318,8,3,1.158,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13468,8,4,1.1714,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13628,8,5,1.1848,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,13859,8,6,1.1982,0.95,1,8,False
synthetic-trip-00005,Kolkata,flight+train+bus,14168,8,7,1.2116,0.95,1,8,False
synthetic-trip-00006,Goa,flight,9511,9,0,1.248,0.95,1,8,False
synthetic-trip-00006,Goa,flight,9621,9,1,1.263,0.95,1,8,False
synthetic-trip-00006,Goa,flight,9656,9,2,1.2779,0.95,1,8,False
synthetic-trip-00006,Goa,flight,9519,9,3,1.2929,0.95,1,8,False
synthetic-trip-00006,Goa,flight,9729,9,4,1.3079,0.95,1,8,False
synthetic-trip-00006,Goa,flight,9841,9,5,1.3229,0.95,1,8,False
synthetic-trip-00006,Goa,flight,10037,9,6,1.3378,0.95,1,8,False
synthetic-trip-00006,Goa,flight,10313,9,7,1.3528,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6189,10,0,1.2903,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6209,10,1,1.3057,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6255,10,2,1.3212,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6236,10,3,1.3367,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6294,10,4,1.3522,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6340,10,5,1.3677,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6443,10,6,1.3832,0.95,1,8,False
synthetic-trip-00007,Mumbai,train,6616,10,7,1.3986,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5799,11,0,1.3827,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5733,11,1,1.3993,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5789,11,2,1.4159,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5860,11,3,1.4325,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5805,11,4,1.4491,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5909,11,5,1.4657,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,5983,11,6,1.4822,0.95,1,8,False
synthetic-trip-00008,Delhi,bus,6044,11,7,1.4988,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12010,12,0,1.2063,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12005,12,1,1.2207,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,11997,12,2,1.2352,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12037,12,3,1.2497,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12153,12,4,1.2642,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12294,12,5,1.2786,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12608,12,6,1.2931,0.95,1,8,False
synthetic-trip-00009,Bengaluru,flight+train,12912,12,7,1.3076,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7538,13,0,1.1222,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7618,13,1,1.1357,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7609,13,2,1.1492,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7567,13,3,1.1626,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7668,13,4,1.1761,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7703,13,5,1.1896,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,7866,13,6,1.203,0.95,1,8,False
synthetic-trip-00010,Jaipur,train+bus,8073,13,7,1.2165,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,12613,14,0,1.0555,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,12651,14,1,1.0681,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,12586,14,2,1.0808,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,12685,14,3,1.0934,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,12774,14,4,1.1061,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,12891,14,5,1.1188,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,13097,14,6,1.1314,0.95,1,8,False
synthetic-trip-00011,Kolkata,flight+train+bus,13410,14,7,1.1441,0.95,1,8,False
synthetic-trip-00012,Goa,flight,9012,15,0,1.1778,0.95,1,8,False
synthetic-trip-00012,Goa,flight,9054,15,1,1.192,0.95,1,8,False
synthetic-trip-00012,Goa,flight,8925,15,2,1.2061,0.95,1,8,False
synthetic-trip-00012,Goa,flight,8988,15,3,1.2202,0.95,1,8,False
synthetic-trip-00012,Goa,flight,9079,15,4,1.2344,0.95,1,8,False
synthetic-trip-00012,Goa,flight,9345,15,5,1.2485,0.95,1,8,False
synthetic-trip-00012,Goa,flight,9446,15,6,1.2626,0.95,1,8,False
synthetic-trip-00012,Goa,flight,9659,15,7,1.2768,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,5857,16,0,1.217,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,5862,16,1,1.2316,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,5902,16,2,1.2462,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,5885,16,3,1.2608,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,5916,16,4,1.2754,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,6062,16,5,1.29,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,6032,16,6,1.3047,0.95,1,8,False
synthetic-trip-00013,Mumbai,train,6294,16,7,1.3193,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5414,17,0,1.3035,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5464,17,1,1.3191,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5451,17,2,1.3348,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5414,17,3,1.3504,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5481,17,4,1.366,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5519,17,5,1.3817,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5537,17,6,1.3973,0.95,1,8,False
synthetic-trip-00014,Delhi,bus,5756,17,7,1.413,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11365,18,0,1.1365,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11308,18,1,1.1501,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11202,18,2,1.1638,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11395,18,3,1.1774,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11500,18,4,1.191,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11667,18,5,1.2047,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,11961,18,6,1.2183,0.95,1,8,False
synthetic-trip-00015,Bengaluru,flight+train,12138,18,7,1.2319,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7124,19,0,1.0567,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7125,19,1,1.0694,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7166,19,2,1.082,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7221,19,3,1.0947,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7134,19,4,1.1074,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7198,19,5,1.1201,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7414,19,6,1.1328,0.95,1,8,False
synthetic-trip-00016,Jaipur,train+bus,7541,19,7,1.1454,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,11907,20,0,0.9932,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,11737,20,1,1.0051,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,11923,20,2,1.017,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,11819,20,3,1.0289,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,11923,20,4,1.0409,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,12034,20,5,1.0528,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,12314,20,6,1.0647,0.95,1,8,False
synthetic-trip-00017,Kolkata,flight+train+bus,12707,20,7,1.0766,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8562,21,0,1.1077,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8479,21,1,1.1209,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8526,21,2,1.1342,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8587,21,3,1.1475,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8564,21,4,1.1608,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8785,21,5,1.1741,0.95,1,8,False
synthetic-trip-00018,Goa,flight,8923,21,6,1.1874,0.95,1,8,False
synthetic-trip-00018,Goa,flight,9137,21,7,1.2007,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5609,22,0,1.1438,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5529,22,1,1.1575,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5610,22,2,1.1712,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5537,22,3,1.185,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5545,22,4,1.1987,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5663,22,5,1.2124,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5702,22,6,1.2261,0.95,1,8,False
synthetic-trip-00019,Mumbai,train,5882,22,7,1.2399,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5150,23,0,1.2242,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5100,23,1,1.2389,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5118,23,2,1.2536,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5120,23,3,1.2683,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5200,23,4,1.283,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5217,23,5,1.2977,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5272,23,6,1.3124,0.95,1,8,False
synthetic-trip-00020,Delhi,bus,5375,23,7,1.3271,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,10590,24,0,1.0667,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,10567,24,1,1.0795,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,10540,24,2,1.0923,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,10699,24,3,1.1051,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,10717,24,4,1.1179,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,10823,24,5,1.1307,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,11189,24,6,1.1435,0.95,1,8,False
synthetic-trip-00021,Bengaluru,flight+train,11384,24,7,1.1563,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6721,25,0,0.9911,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6755,25,1,1.003,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6780,25,2,1.0149,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6714,25,3,1.0268,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6789,25,4,1.0387,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6759,25,5,1.0506,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,6962,25,6,1.0625,0.95,1,8,False
synthetic-trip-00022,Jaipur,train+bus,7014,25,7,1.0744,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11109,26,0,0.9309,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11130,26,1,0.9421,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11050,26,2,0.9533,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11189,26,3,0.9644,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11221,26,4,0.9756,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11426,26,5,0.9868,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11575,26,6,0.998,0.95,1,8,False
synthetic-trip-00023,Kolkata,flight+train+bus,11849,26,7,1.0091,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8038,27,0,1.0375,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8020,27,1,1.0499,0.95,1,8,False
synthetic-trip-00024,Goa,flight,7910,27,2,1.0624,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8004,27,3,1.0748,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8057,27,4,1.0873,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8225,27,5,1.0997,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8350,27,6,1.1122,0.95,1,8,False
synthetic-trip-00024,Goa,flight,8644,27,7,1.1246,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5209,28,0,1.0706,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5200,28,1,1.0834,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5133,28,2,1.0963,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5150,28,3,1.1091,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5171,28,4,1.122,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5301,28,5,1.1348,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5323,28,6,1.1476,0.95,1,8,False
synthetic-trip-00025,Mumbai,train,5484,28,7,1.1605,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4756,29,0,1.145,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4755,29,1,1.1588,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4827,29,2,1.1725,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4772,29,3,1.1862,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4776,29,4,1.2,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4836,29,5,1.2137,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4879,29,6,1.2275,0.95,1,8,False
synthetic-trip-00026,Delhi,bus,4995,29,7,1.2412,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,9937,30,0,0.9969,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,9903,30,1,1.0089,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,9935,30,2,1.0208,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,10038,30,3,1.0328,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,10072,30,4,1.0448,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,10159,30,5,1.0567,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,10397,30,6,1.0687,0.95,1,8,False
synthetic-trip-00027,Bengaluru,flight+train,10736,30,7,1.0807,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6337,31,0,0.9365,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6307,31,1,0.9477,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6309,31,2,0.959,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6377,31,3,0.9702,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6353,31,4,0.9814,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6425,31,5,0.9927,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6496,31,6,1.0039,0.95,1,8,False
synthetic-trip-00028,Jaipur,train+bus,6666,31,7,1.0152,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,10597,32,0,0.8894,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,10625,32,1,0.9001,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,10538,32,2,0.9108,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,10658,32,3,0.9214,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,10637,32,4,0.9321,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,10780,32,5,0.9428,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,11060,32,6,0.9535,0.95,1,8,False
synthetic-trip-00029,Kolkata,flight+train+bus,11326,32,7,0.9641,0.95,1,8,False
synthetic-trip-00030,Goa,flight,7646,33,0,1.0024,0.95,1,8,False
synthetic-trip-00030,Goa,flight,7653,33,1,1.0144,0.95,1,8,False
synthetic-trip-00030,Goa,flight,7680,33,2,1.0265,0.95,1,8,False
synthetic-trip-00030,Goa,flight,7732,33,3,1.0385,0.95,1,8,False
synthetic-trip-00030,Goa,flight,7862,33,4,1.0505,0.95,1,8,False
synthetic-trip-00030,Goa,flight,7840,33,5,1.0625,0.95,1,8,False
synthetic-trip-00030,Goa,flight,8172,33,6,1.0746,0.95,1,8,False
synthetic-trip-00030,Goa,flight,8315,33,7,1.0866,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5043,34,0,1.0462,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5039,34,1,1.0587,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5093,34,2,1.0713,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5059,34,3,1.0838,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5093,34,4,1.0964,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5159,34,5,1.1089,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5195,34,6,1.1215,0.95,1,8,False
synthetic-trip-00031,Mumbai,train,5357,34,7,1.134,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4779,35,0,1.1318,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4742,35,1,1.1454,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4736,35,2,1.159,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4718,35,3,1.1726,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4756,35,4,1.1861,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4812,35,5,1.1997,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4842,35,6,1.2133,0.95,1,8,False
synthetic-trip-00032,Delhi,bus,4964,35,7,1.2269,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,10000,36,0,0.9969,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,9931,36,1,1.0089,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,9912,36,2,1.0208,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,10039,36,3,1.0328,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,10038,36,4,1.0448,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,10108,36,5,1.0567,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,10320,36,6,1.0687,0.95,1,8,False
synthetic-trip-00033,Bengaluru,flight+train,10622,36,7,1.0807,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6400,37,0,0.9365,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6389,37,1,0.9477,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6348,37,2,0.959,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6347,37,3,0.9702,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6409,37,4,0.9814,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6400,37,5,0.9927,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6576,37,6,1.0039,0.95,1,8,False
synthetic-trip-00034,Jaipur,train+bus,6614,37,7,1.0152,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,10511,38,0,0.8894,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,10645,38,1,0.9001,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,10514,38,2,0.9108,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,10589,38,3,0.9214,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,10685,38,4,0.9321,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,10809,38,5,0.9428,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,11135,38,6,0.9535,0.95,1,8,False
synthetic-trip-00035,Kolkata,flight+train+bus,11328,38,7,0.9641,0.95,1,8,False
synthetic-trip-00036,Goa,flight,7593,39,0,1.0024,0.95,1,8,False
synthetic-trip-00036,Goa,flight,7704,39,1,1.0144,0.95,1,8,False
synthetic-trip-00036,Goa,flight,7629,39,2,1.0265,0.95,1,8,False
synthetic-trip-00036,Goa,flight,7824,39,3,1.0385,0.95,1,8,False
synthetic-trip-00036,Goa,flight,7887,39,4,1.0505,0.95,1,8,False
synthetic-trip-00036,Goa,flight,7960,39,5,1.0625,0.95,1,8,False
synthetic-trip-00036,Goa,flight,8068,39,6,1.0746,0.95,1,8,False
synthetic-trip-00036,Goa,flight,8233,39,7,1.0866,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5055,40,0,1.0462,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5069,40,1,1.0587,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5041,40,2,1.0713,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5033,40,3,1.0838,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5126,40,4,1.0964,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5183,40,5,1.1089,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5254,40,6,1.1215,0.95,1,8,False
synthetic-trip-00037,Mumbai,train,5347,40,7,1.134,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4738,41,0,1.1318,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4710,41,1,1.1454,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4731,41,2,1.159,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4707,41,3,1.1726,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4725,41,4,1.1861,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4866,41,5,1.1997,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4842,41,6,1.2133,0.95,1,8,False
synthetic-trip-00038,Delhi,bus,4989,41,7,1.2269,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,9913,42,0,0.9969,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,9953,42,1,1.0089,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,10013,42,2,1.0208,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,9962,42,3,1.0328,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,10121,42,4,1.0448,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,10198,42,5,1.0567,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,10477,42,6,1.0687,0.95,1,8,False
synthetic-trip-00039,Bengaluru,flight+train,10577,42,7,1.0807,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6276,43,0,0.9365,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6399,43,1,0.9477,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6407,43,2,0.959,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6376,43,3,0.9702,0.95,1,8,False
